"region","x","year"
"LAM",1274392.24674089,2074
"NAM",2608591.50039088,2074
"WORLD",14863372.3919841,2074
"AFR",1284929.93001943,2075
"ASIA",7417633.69979317,2075
"AUS",813669.478964696,2075
"EUR",1697605.98545188,2075
"LAM",1270688.82202597,2075
"NAM",2613384.51405638,2075
"WORLD",14875458.5559592,2075
"AFR",1287719.15542699,2076
"ASIA",7423940.4306671,2076
"AUS",815046.821782915,2076
"EUR",1701659.54009471,2076
"LAM",1267599.07952042,2076
"NAM",2618136.11272617,2076
"WORLD",14890378.2505108,2076
"AFR",1290508.29836697,2077
"ASIA",7430246.94880337,2077
"AUS",816424.138856263,2077
"EUR",1705713.25716737,2077
"LAM",1264509.37256373,2077
"NAM",2622887.69187324,2077
"WORLD",14905297.9320117,2077
"AFR",1293297.43816542,2078
"ASIA",7436553.5219448,2078
"AUS",817801.519908259,2078
"EUR",1709766.89073996,2078
"LAM",1261419.61043011,2078
"NAM",2627639.2440885,2078
"WORLD",14920217.4431559,2078
"AFR",1296086.49386753,2079
"ASIA",7442860.207969,2079
"AUS",819178.879928969,2079
"EUR",1713820.57712302,2079
"LAM",1258330.00530849,2079
"NAM",2632390.78356375,2079
"WORLD",14935137.2145194,2079
"AFR",1298875.69231228,2080
"ASIA",7449166.77556881,2080
"AUS",820556.211245011,2080
"EUR",1717874.13416438,2080
"LAM",1255240.15683303,2080
"NAM",2637142.36571062,2080
"WORLD",14950056.6073428,2080
"AFR",1299227.01683398,2081
"ASIA",7448874.88324386,2081
"AUS",820760.291943402,2081
"EUR",1720017.53374413,2081
"LAM",1253019.85710793,2081
"NAM",2639919.95245056,2081
"WORLD",14952807.8112215,2081
"AFR",1299578.31889534,2082
"ASIA",7448583.25341619,2082
"AUS",820964.36703894,2082
"EUR",1722160.95443973,2082
"LAM",1250799.51648549,2082
"NAM",2642697.55574957,2082
"WORLD",14955559.241774,2082
"AFR",1299929.70817302,2083
"ASIA",7448291.38765596,2083
"AUS",821168.418022382,2083
"EUR",1724304.31224444,2083
"LAM",1248579.16387319,2083
"NAM",2645475.14507123,2083
"WORLD",14958310.3664932,2083
"AFR",1300280.94378658,2084
"ASIA",7447999.74031225,2084
"AUS",821372.493972443,2084
"EUR",1726447.7747498,2084
"LAM",1246358.88521222,2084
"NAM",2648252.79560419,2084
