"region","x","year"
"WORLD",19279189.521722,2074
"AFR",3195904.74209296,2075
"ASIA",8862363.60398725,2075
"AUS",938373.811697814,2075
"EUR",2031565.39913431,2075
"LAM",1724879.39569914,2075
"NAM",3118820.73425644,2075
"WORLD",19264598.4654375,2075
"AFR",3188202.17154335,2076
"ASIA",8864978.61422866,2076
"AUS",937112.841495454,2076
"EUR",2030731.40196681,2076
"LAM",1725817.38750322,2076
"NAM",3128937.75391712,2076
"WORLD",19270585.0175476,2076
"AFR",3180499.33334497,2077
"ASIA",8867593.54293771,2077
"AUS",935851.70267796,2077
"EUR",2029897.48342673,2077
"LAM",1726755.37145101,2077
"NAM",3139054.81348656,2077
"WORLD",19276571.3850886,2077
"AFR",3172796.68548319,2078
"ASIA",8870208.5867219,2078
"AUS",934590.788923297,2078
"EUR",2029063.5367776,2078
"LAM",1727693.35797643,2078
"NAM",3149171.90186483,2078
"WORLD",19282558.175895,2078
"AFR",3165094.11203745,2079
"ASIA",8872823.73477035,2079
"AUS",933329.719829125,2079
"EUR",2028229.58189683,2079
"LAM",1728631.36899483,2079
"NAM",3159288.95327851,2079
"WORLD",19288544.851171,2079
"AFR",3157391.37804156,2080
"ASIA",8875438.79289729,2080
"AUS",932068.640561069,2080
"EUR",2027395.64776508,2080
"LAM",1729569.3614679,2080
"NAM",3169405.9800317,2080
"WORLD",19294531.3138555,2080
"AFR",3082034.77075406,2081
"ASIA",8732903.1902966,2081
"AUS",924078.372061473,2081
"EUR",2006820.24346152,2081
"LAM",1684837.72445477,2081
"NAM",3103567.7942143,2081
"WORLD",18942416.3602194,2081
"AFR",3170159.29855644,2082
"ASIA",8887642.89974363,2082
"AUS",942812.727670642,2082
"EUR",2031186.2360243,2082
"LAM",1725638.86252017,2082
"NAM",3159970.57607626,2082
"WORLD",19311861.5788353,2082
"AFR",3176543.25397072,2083
"ASIA",8893745.00328939,2083
"AUS",948184.801367033,2083
"EUR",2033081.4813772,2083
"LAM",1723673.57976765,2083
"NAM",3155252.84262756,2083
"WORLD",19320526.725603,2083
"AFR",3182927.16165607,2084
"ASIA",8899847.05771507,2084
"AUS",953556.835606524,2084
"EUR",2034976.77742214,2084
"LAM",1721708.33301072,2084
"NAM",3150535.14978759,2084
"WORLD",19329191.7704332,2084
"AFR",3189311.20786228,2085
"ASIA",8905949.1218968,2085
"AUS",958928.878213419,2085
"EUR",2036872.09222544,2085
"LAM",1719743.03866525,2085
"NAM",3145817.46054045,2085
"WORLD",19337856.987678,2085
"AFR",3198294.85265949,2086
"ASIA",8917378.77959751,2086
"AUS",961229.636864458,2086
"EUR",2038311.23628247,2086
"LAM",1728405.45754878,2086
"NAM",3154112.81679144,2086
"WORLD",19377126.4716741,2086
"AFR",3207278.63911227,2087
"ASIA",8928808.51291873,2087
"AUS",963530.360581915,2087
"EUR",2039750.26019145,2087
"LAM",1737067.85040154,2087
"NAM",3162408.18185045,2087
"WORLD",19416396.0680714,2087
"AFR",3216262.29493582,2088
"ASIA",8940238.04958648,2088
"AUS",965831.121413836,2088
"EUR",2041189.38584219,2088
"LAM",1745730.30731988,2088
"NAM",3170703.51803504,2088
"WORLD",19455665.4342454,2088
"AFR",3225245.8707499,2089
"ASIA",8951667.61347993,2089
"AUS",968131.84763917,2089
"EUR",2042628.44772874,2089
"LAM",1754392.76207394,2089
"NAM",3178998.90887951,2089
"WORLD",19494934.8340811,2089
